SCU_Net,nll,2,400,5,32,2,1,1,1,1,13.819765090942383,24.283594131469727,0.6458304824959432,0.7448070235528801,0.6668039240331293,0.6677346216999538,0.6284050156400908,0.6708040287969674,0.6734204415042948,0.7195594804546749,0.75044735560919,0.6931121422034657,0.7069368370679722,0.6807217792641148,0.7360088011281397,0.7389039735818714
SCU_Net,nll,2,400,5,32,2,1,1,1,1,69.44367218017578,81.9666748046875,0.6458304824959432,0.7448070235528801,0.6668039240331293,0.7195594804546749,0.75044735560919,0.6931121422034657,0.7069368370679722,0.6807217792641148,0.7360088011281397,0.7389039735818714,0.6677346216999538,0.6284050156400908,0.6708040287969674,0.6734204415042948
AttU_Net,nll,2,400,5,32,2,1,1,1,1,70.75948333740234,82.8761978149414,0.6927894422805526,0.7581604407025998,0.6653802128423718,0.7271483929754898,0.766555722992203,0.6920076009637289,0.7341951909435123,0.7098646699121569,0.7362578282764844,0.7736530932461536,0.6709393065086556,0.6177864475052995,0.6844750232238719,0.6899386491517989
BAMU_Net,nll,2,400,5,32,2,1,1,1,1,69.10884094238281,81.73297119140625,0.6461527687787035,0.744130875895665,0.6552610405840066,0.7068371311937065,0.746401035109639,0.7009490141586139,0.7096942674419862,0.677528214673534,0.7327307050512856,0.7323027276536765,0.6669122204463308,0.6142816890565508,0.6639551927600047,0.6797769509727736
CBAMU_Net,nll,2,400,5,32,2,1,1,1,1,70.09210968017578,82.4166488647461,0.6552095485931788,0.732041017764824,0.664859372243914,0.7152934608809394,0.7518243744974872,0.7157220210524554,0.7233926625459642,0.7013817809561466,0.7427764632402497,0.7667412468977979,0.662751063263554,0.6229002577784681,0.686164129627224,0.6852918899722115
SKU_Net,nll,2,400,5,32,2,1,1,1,1,69.74958038330078,82.17938232421875,0.6492308623805448,0.7517965062947243,0.6820023951021498,0.7148044135291478,0.7601663235986749,0.7063728968351383,0.7190238746738016,0.6509082770662769,0.6627132129859132,0.6308116387849856,0.6773547480094576,0.6723593638717292,0.7293386525947474,0.740143913678691
SEU_Net,nll,2,400,5,32,2,1,1,1,1,69.86773681640625,82.26134490966797,0.6251816152217713,0.7574494281601759,0.6766058712371872,0.7153244238583767,0.758157423588919,0.7142237392435306,0.7166500085024846,0.7006829173394522,0.670181673982238,0.6196990946105444,0.7397132913231692,0.7511355193488242,0.678292282213467,0.6774648192697851
SSU_Net,nll,2,400,5,32,2,1,1,2,1,70.02721405029297,82.37177276611328,0.6490492683938324,0.7542156709138533,0.6706780547813486,0.7281662468734929,0.758287882796723,0.721456819838792,0.7023036286420516,0.6635881559232729,0.612724095161008,0.7270237571084929,0.770845685223604,0.6690201181428271,0.6792002249037532,0.7175877600890391
SSU_Net,nll+ssim,2,400,5,32,2,1,1,2,1,69.82621002197266,82.23255157470703,0.6572343588326116,0.7520626597760521,0.6811794205367016,0.7239060800156941,0.7555131414463766,0.7215176122282311,0.664857530523705,0.6636365015209964,0.6269967724783172,0.7236818433409781,0.7399189724341654,0.6752707274676523,0.6734543692812553,0.7107440023282013
SEU_Net,nll,2,400,5,32,2,1,1,1,1,69.86773681640625,82.26134490966797,0.6251816152217713,0.7574494281601759,0.6766058712371872,0.7153244238583767,0.758157423588919,0.7166500085024846,0.7006829173394522,0.670181673982238,0.6196990946105444,0.7397132913231692,0.7511355193488242,0.678292282213467,0.6774648192697851,0.7142237392435306
UNet,nll,2,400,5,32,2,1,1,1,1,69.58283996582031,82.06353759765625,0.6534627092823666,0.752637001133376,0.6755645894839221,0.7230453300101303,0.7503479921352015,0.7185955590890246,0.6631912239688554,0.6580571774407481,0.6236667514400068,0.7327849522910846,0.7345654401463081,0.6689255455772514,0.671531088229109,0.7073980437636463
MHU_Net,nll,2,400,5,32,2,1,1,2,1,69.00752258300781,81.66207122802734,0.6368848320557076,0.7468651437974567,0.6938448317253422,0.7408779826311926,0.7154849581787777,0.6729479399500436,0.666383802360488,0.6258271448866304,0.731148424598027,0.7330177270421017,0.6547576497366141,0.6578758932564384,0.718211469084306,0.6714015452866161
SSU_Net,nll,2,400,5,32,2,1,1,2,1,70.02721405029297,82.37177276611328,0.6490492683938324,0.7542156709138533,0.7281662468734929,0.758287882796723,0.721456819838792,0.7023036286420516,0.6635881559232729,0.612724095161008,0.7270237571084929,0.6690201181428271,0.6792002249037532,0.7175877600890391,0.6706780547813486,0.770845685223604
SSU_Net,nll+ssim,2,400,5,32,2,1,1,2,1,69.82621002197266,82.23255157470703,0.6572343588326116,0.7520626597760521,0.7239060800156941,0.7555131414463766,0.7215176122282311,0.664857530523705,0.6636365015209964,0.6269967724783172,0.7236818433409781,0.6752707274676523,0.6734543692812553,0.7107440023282013,0.6811794205367016,0.7399189724341654
UNet,nll,2,400,5,32,2,1,1,1,1,69.63163757324219,82.09746551513672,0.6666812265076727,0.7459422283228002,0.6952863599762208,0.6432090594660193,0.6376655405973417,0.6719666635470722,0.6561318088802301,0.6848198844949784,0.7523075804745425,0.6499421697744635,0.7035970670389037,0.7255534793768442,0.7334376406384158,0.7724754326187903
SCU_Net,nll,2,400,5,32,2,1,1,1,1,69.49493408203125,82.00237274169922,0.6650100270148878,0.7316530763399405,0.6805332153635086,0.6659724216939826,0.6553843580654488,0.6601317841938081,0.6500768596553551,0.6835676086184994,0.751687072188574,0.6837240257170815,0.660336741729056,0.7293168059539166,0.7195877181430084,0.7841094630151981
AttU_Net,nll,2,400,5,32,2,1,1,1,1,70.27816772460938,82.54512786865234,0.6804909501063766,0.7575566409985841,0.6639275222247893,0.6771081644563055,0.6263312751103076,0.6705503280330956,0.6593073494998686,0.6893565508678847,0.7663386511414358,0.689616370945475,0.7118490067025214,0.7508168027566617,0.710539857245217,0.8104452916861989
